代码,名称,买入价,当前价,收益率%,持有天数,状态,止盈价,止损价,技术评分,RSI,资金评分,卖出原因
002600,领益智造,16.4,16.4,6.7,0,新增推荐,18.86,15.91,50,50,50,
600452,涪陵电力,13.3,13.3,6.49,0,新增推荐,15.29,12.9,50,50,50,
000819,岳阳兴长,17.08,17.08,6.48,0,新增推荐,19.64,16.57,50,50,50,
603477,巨星农牧,18.93,18.93,6.17,0,新增推荐,21.77,18.36,50,50,50,
603203,快克智能,64.63,64.63,5.04,0,新增推荐,74.32,62.69,50,50,50,
002031,巨轮智能,7.64,7.64,4.8,0,新增推荐,8.79,7.41,50,50,50,
002549,凯美特气,19.91,19.91,5.68,0,新增推荐,22.9,19.31,50,50,50,
605198,安德利,59.0,59.0,5.26,0,新增推荐,67.85,57.23,50,50,50,
002023,海特高新,13.85,13.85,4.21,0,新增推荐,15.93,13.43,50,50,50,
600199,金种子酒,8.23,8.23,4.84,0,新增推荐,9.46,7.98,50,50,50,
600048,保利发展,6.39,6.32,-1.10,8,holding,6.9,6.2,,,,
300124,汇川技术,75.55,74.42,-1.50,7,holding,79.33,73.28,,,,
300400,劲拓股份,30.31,31.38,3.53,6,holding,31.83,29.4,,,,
688165,埃夫特,19.72,19.35,-1.88,6,holding,20.71,19.13,,,,
600151,航天机电,14.47,14.5,0.21,35,take_profit,15.193500000000002,14.0359,,,,持仓期满 (35天 >= 14天)
601669,中国电建,5.636666666666667,5.83,3.43,35,take_profit,5.9185,5.4675666666666665,,,,持仓期满 (35天 >= 14天)
601788,光大证券,15.226666666666667,15.23,0.02,35,take_profit,15.988000000000001,14.769866666666665,,,,持仓期满 (35天 >= 14天)
000793,*ST华闻,2.7133333333333334,2.77,2.09,34,take_profit,2.849,2.6319333333333335,,,,持仓期满 (34天 >= 14天)
001979,招商蛇口,8.85,9.25,4.52,27,take_profit,9.56,8.58,,,,持仓期满 (27天 >= 14天)
000725,京东方Ａ,4.19,4.22,0.72,24,take_profit,4.53,4.06,,,,持仓期满 (24天 >= 14天)
601939,建设银行,9.73,9.74,0.10,24,take_profit,10.51,9.44,,,,持仓期满 (24天 >= 14天)
600111,北方稀土,50.89,53.27,4.68,24,take_profit,54.96,49.36,,,,持仓期满 (24天 >= 14天)
600383,金地集团,2.87,2.93,2.09,15,take_profit,3.1,2.78,,,,持仓期满 (15天 >= 14天)
600887,伊利股份,26.57,27.78,4.55,15,take_profit,28.7,25.77,,,,持仓期满 (15天 >= 14天)
600654,中安科,4.4,3.91,-11.14,36,stop_loss,4.620000000000001,4.268,,,,止损触发 (亏损-11.1%)
000536,华映科技,4.38,4.0,-8.68,36,stop_loss,4.599,4.2486,,,,止损触发 (亏损-8.7%)
603334,丰倍生物,53.0,48.76,-8.00,35,stop_loss,55.650000000000006,51.41,,,,止损触发 (亏损-8.0%)
001390,古麒绒材,21.88,20.21,-7.63,35,stop_loss,22.974,21.223599999999998,,,,止损触发 (亏损-7.6%)
600325,华发股份,3.4366666666666665,3.4,-1.07,35,stop_loss,3.6085,3.3335666666666666,,,,持仓期满 (35天 >= 14天)
600170,上海建工,2.7266666666666666,2.63,-3.55,35,stop_loss,2.863,2.6448666666666667,,,,止损触发 (亏损-3.5%)
002415,海康威视,34.51,33.45,-3.07,24,stop_loss,37.27,33.47,,,,止损触发 (亏损-3.1%)
600438,通威股份,18.24,16.94,-7.13,24,stop_loss,19.7,17.69,,,,止损触发 (亏损-7.1%)
300014,亿纬锂能,71.92,65.3,-9.20,23,stop_loss,77.67,69.76,,,,止损触发 (亏损-9.2%)
300750,宁德时代,448.25,427.0,-4.74,23,stop_loss,484.11,434.8,,,,止损触发 (亏损-4.7%)
601899,紫金矿业,35.61,33.52,-5.87,23,stop_loss,38.46,34.54,,,,止损触发 (亏损-5.9%)
601688,华泰证券,19.39,19.1,-1.50,22,stop_loss,20.94,18.81,,,,持仓期满 (22天 >= 14天)
601857,中国石油,11.81,11.25,-4.74,21,stop_loss,12.75,11.46,,,,止损触发 (亏损-4.7%)
601088,中国神华,46.96,45.17,-3.81,21,stop_loss,50.72,45.55,,,,止损触发 (亏损-3.8%)
000963,华东医药,35.18,32.8,-6.77,20,stop_loss,37.99,34.12,,,,止损触发 (亏损-6.8%)
600519,贵州茅台,1458.49,1342.17,-7.98,20,stop_loss,1575.17,1414.74,,,,止损触发 (亏损-8.0%)
002594,比亚迪,102.28,98.73,-3.47,17,stop_loss,110.46,99.21,,,,止损触发 (亏损-3.5%)
600118,中国卫星,114.18,100.8,-11.72,6,stop_loss,119.89,110.75,,,,止损触发 (亏损-11.7%)
002491,通鼎互联,15.2,24.65,62.17,36,partial_sell,15.959999999999999,14.744,,,,阶梯止盈第1档 (+5.0% 卖出30%)
000949,新乡化纤,7.31,8.28,13.27,35,partial_sell,7.6754999999999995,7.090699999999999,,,,阶梯止盈第1档 (+5.0% 卖出30%)
600509,天富能源,7.78,10.33,32.78,34,partial_sell,8.169,7.5466,,,,阶梯止盈第1档 (+5.0% 卖出30%)
600159,大龙地产,2.876666666666667,3.31,15.06,31,partial_sell,3.0205,2.790366666666667,,,,阶梯止盈第1档 (+5.0% 卖出30%)
688008,澜起科技,209.91,265.08,26.28,7,partial_sell,220.41,203.61,,,,阶梯止盈第1档 (+5.0% 卖出30%)
600345,长江通信,52.23,59.0,12.96,7,partial_sell,54.84,50.66,,,,阶梯止盈第1档 (+5.0% 卖出30%)
300672,国科微,201.0,245.0,21.89,7,partial_sell,211.05,194.97,,,,阶梯止盈第1档 (+5.0% 卖出30%)
688205,德科立,255.9,285.18,11.44,7,partial_sell,268.69,248.22,,,,阶梯止盈第1档 (+5.0% 卖出30%)
688432,有研硅,17.88,19.18,7.27,6,partial_sell,18.77,17.34,,,,阶梯止盈第1档 (+5.0% 卖出30%)
